price,area,bedrooms,bathrooms,location,bhk,property_type,furnishing,balcony
₹85 Lac,750,3,,3 BHK  House for Sale in Tulsi Nagar Indore,3,House,Semi-Furnished,
₹2.25 Cr,2700,4,,"4 BHK  House for Sale in Solitaire Park, Indore Bypass Road Indore",4,House,Furnished,7
₹36 Lac,760,2,,"2 BHK Flat  for Sale in  Cosmos City, Cosmos City, Bicholi Mardana, Indore",2,,Semi-Furnished,2
₹17 Lac,525,1,,"1 BHK Flat  for Sale in  Gokul Nagar, Indore",1,,,
₹17 Lac,500,1,,"1 BHK Flat  for Sale in  Gokul Nagar, Indore",1,,,
₹1.30 Cr,1100,3,,"3 BHK  House for Sale in Shree Ram Enclave, MR 10 Indore",3,House,Furnished,
₹40 Lac,1200,4,,4 BHK  House for Sale in Narmada Nagar Indore,4,House,,
₹4.50 Cr,,,,Agricultural Land for Sale in Narmada Nagar Indore,,,,
₹31.1 Lac,1027,4,,4 BHK  House for Sale in Gandhi Nagar Indore,4,House,,
₹70 Lac,1351,3,,"3 BHK Flat  for Sale in  Sahakar Nagar, Indore",3,,,
₹27.5 Lac,600,1,,1 BHK  House for Sale in Ganesh Nagar Indore,1,House,,
₹22.5 Lac,300,,,Plot/Land for Sale in Ganesh Nagar Indore,,,,
₹24 Lac,595,1,,"1 BHK Flat  for Sale in  Saket Nagar, Indore",1,,Unfurnished,
₹37.6 Lac,875,2,,"2 BHK Flat  for Sale in  Prabhu Nagar, Indore",2,,Semi-Furnished,
₹45.4 Lac,1500,4,,4 BHK  House for Sale in Prabhu Nagar Indore,4,House,Semi-Furnished,
₹6 Cr,200000,,,Industrial Land for Sale in Nemawar Road Indore,,,,
₹15 Lac,5000,,,Land for Sale in Nemawar Road Indore,,,,
₹1.28 Cr,3200,,,Plot/Land for Sale in Indore Bypass Road Indore,,,,
₹44 Lac,800,,,Plot/Land for Sale in Ish Kunj Indore,,,,
₹55 Lac,960,2,,2 BHK  House for Sale in Raj Laxmi Rangwasa Rau Indore,2,House,Semi-Furnished,
₹95 Lac,800,,,Plot/Land for Sale in Bajrang Nagar Indore,,,,
₹27 Lac,900,,,Plot/Land for Sale in Super Corridor Indore,,,,
₹2.27 Cr,1744,,,Plot/Land for Sale in Residency Area Indore,,,,
₹1.65 Cr,2150,3,4,3 BHK  House for Sale in Sudama Nagar Indore,3,House,Semi-Furnished,4
₹92 Lac,1350,,,Plot/Land for Sale in Rau Road Indore,,,,
₹65 Lac,991,2,,"2 BHK Flat  for Sale in  Aadish Iris Park, Aadish Iris Park, Talawali Chanda, Indore",2,,Furnished,2
₹66 Lac,1300,3,,"3 BHK  House for Sale in A NSC Fortune City , Indore Bypass Road Indore",3,House,Unfurnished,3
₹90 Lac,750,3,,3 BHK  House for Sale in Vaibhav nagar Indore,3,House,Unfurnished,3
₹48 Lac,2430,,,Plot/Land for Sale in Khandwa Road Indore,,,,
₹44 Lac,777,,,Plot/Land for Sale in Bicholi Mardana Indore,,,,
₹25 Lac,1000,,,Plot/Land for Sale in Ujjain Indore Road Indore,,,,
₹34.8 Lac,1090,2,,"2 BHK Flat  for Sale in  Sarthak Estate Galaxy, Sarthak Estate Galaxy, Rau, Indore",2,,,
₹55 Lac,1350,4,,4 BHK  House for Sale in Singapore Township Indore,4,House,Semi-Furnished,
₹24 Lac,600,2,2,"2 BHK Flat  for Sale in  Scheme No 114 Part 1, Indore",2,,Semi-Furnished,2
₹62 Lac,1350,3,,"3 BHK Flat  for Sale in  Casa Greens, Casa Greens, Talawali Chanda, Indore",3,,Semi-Furnished,
₹90 Lac,1260,3,,3 BHK Villa for Sale in Clerk Colony Indore,3,Villa,Semi-Furnished,
₹1.90 Cr,2400,3,,3 BHK Villa for Sale in Clerk Colony Indore,3,Villa,Semi-Furnished,
₹90.8 Lac,3000,7,,7 BHK  House for Sale in Clerk Colony Indore,7,House,Semi-Furnished,
₹36.1 Lac,1163,,,Plot/Land for Sale in Scheme No - 113 Indore,,,,
₹72.6 Lac,2400,4,,4 BHK  House for Sale in Scheme No - 113 Indore,4,House,Semi-Furnished,
₹36 Lac,,,,Plot/Land for Sale in Scheme No - 113 Indore,,,,
₹46 Lac,1520,3,,3 BHK  House for Sale in Goyal Vihar Indore,3,House,Unfurnished,
₹24.2 Lac,800,2,,2 BHK  House for Sale in Goyal Vihar Indore,2,House,Unfurnished,
₹22.8 Lac,650,1,,"1 BHK Flat  for Sale in  Goyal Vihar, Indore",1,,Semi-Furnished,
₹12 Lac,480,1,,"1 BHK Flat  for Sale in  Goyal Vihar, Indore",1,,Semi-Furnished,
₹37.5 Lac,1211,,,Plot/Land for Sale in Mangal Murti Nagar Indore,,,,
₹37.2 Lac,1200,,,Plot/Land for Sale in Scheme No - 113 Indore,,,,
₹1.16 Cr,1551,3,,3 BHK Flat  for Sale in   Indore,3,,Furnished,
₹1.36 Cr,1800,,,Plot/Land for Sale in Ujjain Road Pologround Industrial Estate Indore,,,,
₹40 Lac,800,,,"Plot/Land for Sale in Sarthak Singapore Green View Premium , Talawali Chanda, Indore Indore",,,,
₹50 Lac,1240,3,,"3 BHK Flat  for Sale in  Bicholi Mardana, Indore",3,,Furnished,
₹36.8 Lac,840,2,,"2 BHK Flat  for Sale in  Gulmohar Colony, Indore",2,,Semi-Furnished,
₹52.9 Lac,1750,4,,4 BHK  House for Sale in Gulmohar Colony Indore,4,House,Unfurnished,
₹66.6 Lac,2200,6,,6 BHK  House for Sale in Gulmohar Colony Indore,6,House,Semi-Furnished,
₹31.8 Lac,909,2,,"2 BHK Flat  for Sale in  Shanti Niketan, Indore",2,,Unfurnished,
₹27.2 Lac,900,2,,2 BHK  House for Sale in Saver Village Indore,2,Villa,Unfurnished,
₹20.1 Lac,575,2,,"2 BHK Flat  for Sale in  Narain Bagh, Indore",2,,Unfurnished,
₹50 Lac,2000,3,,"3 BHK Flat  for Sale in  Narain Bagh, Indore",3,,Unfurnished,
₹48.4 Lac,800,3,,3 BHK  House for Sale in Narain Bagh Indore,3,House,Furnished,
₹51.4 Lac,1700,3,,3 BHK  House for Sale in Suncity Indore,3,House,Unfurnished,
₹4 Cr,4000,5,,5 BHK Villa for Sale in Suncity Indore,5,Villa,Furnished,
₹1.20 Cr,,,,Land for Sale in Rau Pithampur Road Indore,,,,
₹32 Lac,800,,,Plot/Land for Sale in Sanwer Road Indore,,,,
₹24 Lac,550,1,,"1 BHK Flat  for Sale in  Prabhu Nagar, Indore",1,,Semi-Furnished,
₹26 Lac,850,2,,"2 BHK Flat  for Sale in  Dream City, Dream City, Talawali Chanda, Indore",2,,Semi-Furnished,2
₹1.10 Cr,1620,3,,"3 BHK Flat  for Sale in  Scheme No 140, Indore",3,,Unfurnished,3
₹68.3 Lac,1175,2,,"2 BHK Flat  for Sale in  Man Royal Greens, Man Royal Greens, Niranjanpur, Indore",2,,Unfurnished,
₹2.25 Cr,1500,3,,3 BHK  House for Sale in Nemawar Road Indore,3,House,Unfurnished,4
₹55 Lac,807,3,,3 BHK  House for Sale in Omaxe City 1 Indore,3,House,Unfurnished,2
₹29 Lac,945,2,,"2 BHK Flat  for Sale in  Sanghavi Residency, Sanghavi Residency, Bicholi Mardana, Indore",2,,Semi-Furnished,2
₹41 Lac,462,,,"Office Space for Sale in New Race Course Business Park, MR 10 Indore",,,,
₹1.25 Cr,1600,3,,3 BHK  House for Sale in Khajrana Indore,3,House,Unfurnished,
₹2.35 Cr,1456,3,,"3 BHK Villa for Sale in SS Infinitus, Nipania Indore",3,Apartment,Unfurnished,
₹36 Lac,900,2,,2 BHK  House for Sale in Kundan Nagar Indore,2,House,Semi-Furnished,
₹7.87 Cr,13125,,,Land for Sale in Dewas Naka Indore,,,,
₹60 Lac,715,,,Shop for Sale in Tilakpath Indore,,,,
₹93 Lac,1580,3,,"3 BHK Flat  for Sale in  Pan In Shalini Apartment, Pan In Shalini Apartment, Snehlata Ganj, Indore",3,Apartment,Furnished,3
₹45 Lac,1000,,,"Land for Sale in Indus Satellite Greens, AB Road Indore",,,,
₹75 Lac,1550,,,Plot/Land for Sale in DLF Gardencity Phase 2 Indore,,,,
₹53 Lac,1350,3,,"3 BHK Flat  for Sale in  Old Palasia, Indore",3,,Unfurnished,3
₹47 Lac,550,3,,3 BHK  House for Sale in AB Road Indore,3,House,Semi-Furnished,
₹47.5 Lac,,,,"Plot/Land for Sale in Limbodagari Siddhi Olympia, Limboda Gari Indore",,,,
₹65 Lac,1500,3,,"3 BHK  House for Sale in Singapore British Park, AB Road Indore",3,House,Unfurnished,3
₹30 Lac,675,2,,"2 BHK Flat  for Sale in  Shivalik Parisar, Shivalik Parisar, Devguradia, Indore",2,,,
₹68 Lac,1200,,,"Plot/Land for Sale in Sarthak Singapore Annexe, Talawali Chanda Indore",,,,
₹26 Lac,850,2,,"2 BHK Flat  for Sale in  Sarthak Singapore Nest, Sarthak Singapore Nest, AB Road, Indore",2,,Furnished,2
₹35 Lac,1080,3,,3 BHK  House for Sale in Mahu Naka Indore,3,House,Unfurnished,
₹1.80 Cr,165,,,Shop for Sale in Usha Nagar Indore,,,,
₹75.5 Lac,1375,,,"Plot/Land for Sale in Premium Park Colony, Premium Park Colony Indore",,,,
₹80 Lac,1500,3,,"3 BHK Flat  for Sale in  South Tukoganj, Indore",3,,Furnished,3
₹60 Lac,1320,,,"Plot/Land for Sale in Sakar Corridor, Super Corridor Indore",,,,
₹46 Lac,1100,2,,"2 BHK Flat  for Sale in  Scheme no 78 Vijaynagar Indore, Scheme no 78 Vijaynagar Indore, Vijay Nagar, Indore",2,,Unfurnished,2
₹1.21 Cr,2000,3,,3 BHK  House for Sale in Bicholi Mardana Indore,3,House,Semi-Furnished,3
₹1.45 Cr,2090,,,Office Space for Sale in Khandwa Road Indore,,,,
₹21 Lac,809,2,,"2 BHK Flat  for Sale in  Nainod, Indore",2,,Unfurnished,2
₹33 Lac,570,1,,"1 BHK Flat  for Sale in  SS Infinitus, SS Infinitus, Nipania, Indore",1,,Unfurnished,
₹17.4 Lac,600,,,"Plot/Land for Sale in Gracelands Highway Serene City, AB Road Indore",,,,
₹40 Lac,1125,,,Land for Sale in CAT Square Indore,,,,
₹35 Lac,1100,2,,"2 BHK Flat  for Sale in  Golden Palms, Golden Palms, Vijay Nagar, Indore",2,,Unfurnished,2
₹35 Lac,1125,2,,"2 BHK Flat  for Sale in  Golden Palms, Golden Palms, Vijay Nagar, Indore",2,,Semi-Furnished,
₹44 Lac,775,2,,"2 BHK Flat  for Sale in  Vijay Nagar, Indore",2,,Unfurnished,2
₹14.4 Lac,550,1,,"1 BHK Flat  for Sale in  Kanadia Main Road, Indore",1,,Unfurnished,2
₹80 Lac,1000,,,Plot/Land for Sale in Bhawrasla Indore,,,,
₹40 Lac,550,2,,"2 BHK Flat  for Sale in  Kalani Nagar, Indore",2,,Unfurnished,
₹3.85 Cr,3507,4,,"4 BHK Flat  for Sale in  Manorama Ganj, Indore",4,,Unfurnished,3
₹60.5 Lac,750,3,,3 BHK  House for Sale in Ujjain Indore Road Indore,3,House,Semi-Furnished,3
₹44 Lac,800,2,,"2 BHK Flat  for Sale in  Corridor Exotica, Corridor Exotica, Palakhedi, Indore",2,,Unfurnished,2
₹28 Lac,500,1,,"1 BHK Flat  for Sale in  Mangal Murti Nagar, Indore",1,,Semi-Furnished,1
₹77 Lac,1271,2,,"2 BHK Flat  for Sale in  Navlakha, Indore",2,,Unfurnished,2
₹90 Lac,1440,5,,5 BHK  House for Sale in Dhabli Indore,5,House,Semi-Furnished,4
₹15 Lac,1279,,,Plot/Land for Sale in Mhow Indore,,,,
₹45 Lac,1033,,,"Plot/Land for Sale in Sakar Corridor, Super Corridor Indore",,,,
₹28 Lac,,,,"Plot/Land for Sale in Atlantis City, Super Corridor Indore",,,,
₹1.35 Cr,1800,,,Plot/Land for Sale in DLF Garden City Indore,,,,
₹1.30 Cr,2100,3,,"3 BHK  House for Sale in Kalyan Orchid, MR 10 Indore",3,House,Semi-Furnished,3
₹23.80 Cr,8500,,,Land for Sale in Jail Road Indore,,,,
₹77 Lac,1500,3,,"3 BHK Flat  for Sale in  Space Park, Space Park, Mahalakshmi Nagar, Indore",3,,Semi-Furnished,3
₹25 Lac,700,2,,"2 BHK Flat  for Sale in  IMC Palash Parisar , IMC Palash Parisar, Rau Pithampur Road, Indore",2,,Unfurnished,2
₹1 Cr,750,2,,2 BHK  House for Sale in Sudama Nagar Indore,2,House,Unfurnished,2
₹65 Lac,668,2,,"2 BHK Flat  for Sale in  Sterling Skyline, Sterling Skyline, Bicholi Mardana, Indore",2,,Semi-Furnished,2
₹38 Lac,1117,2,,"2 BHK Flat  for Sale in  Bengali Square, Indore",2,,Unfurnished,2
₹10 Lac,100,,,Shop for Sale in Sudama Nagar Indore,,,,
₹91 Lac,1360,3,,3 BHK  House for Sale in Usha Nagar Indore,3,House,Unfurnished,2
₹14 Lac,425,1,,"1 BHK Flat  for Sale in  Khandwa Road, Indore",1,House,Unfurnished,1
₹2.50 Cr,4000,5,,5 BHK Villa for Sale in Scheme No 114 Part 1 Indore,5,Villa,Unfurnished,6
₹45 Lac,975,2,,2 BHK Flat  for Sale in   Indore,2,Apartment,Furnished,2
₹29 Lac,520,1,,"1 BHK Flat  for Sale in  Sahil Regency, Sahil Regency, Eastern Ring Road, Indore",1,,Furnished,1
₹63.1 Lac,8397,,,"Industrial Land for Sale in Pithampur, Indore Indore",,,,
₹7.15 Cr,5700,5,,"5 BHK Villa for Sale in Silver Springs, Indore Bypass Road Indore",5,Villa,Furnished,7
₹35 Lac,750,2,,"2 BHK Flat  for Sale in  Lalaram Nagar, Indore",2,,Semi-Furnished,2
₹3 Cr,,,,Land for Sale in Rajwada Indore,,,,
₹3 Cr,5400,5,,"5 BHK Villa for Sale in Aarone Countywalk, Jhalariya Indore",5,Villa,Furnished,5
₹50 Lac,1200,,,Plot/Land for Sale in Rau Indore,,,,
₹92 Lac,1200,2,,"2 BHK Flat  for Sale in  Bicholi Mardana, Indore",2,,Furnished,2
₹2.20 Cr,1610,3,,3 BHK  House for Sale in Vaibhav nagar Indore,3,House,Semi-Furnished,3
₹23.5 Lac,600,2,,"2 BHK  House for Sale in Sarthak Singapore British Park, Manglia Indore",2,House,Semi-Furnished,2
₹75 Lac,1500,,,Plot/Land for Sale in Indore Bypass Road Indore,,,,
₹20 Lac,1100,,,Plot/Land for Sale in Mhow Indore,,,,
₹13.5 Lac,1000,,,"Plot/Land for Sale in Atlantis City, Super Corridor Indore",,,,
₹2 Cr,625,,,Office Space for Sale in Nehru Nagar Indore,,,,
₹80 Lac,1300,,,Shop for Sale in Laxmi Bai Nagar Indore,,,,
₹45 Lac,1485,3,,"3 BHK Flat  for Sale in  AB Road, Indore",3,,Unfurnished,3
₹1.21 Cr,2205,3,,"3 BHK Villa for Sale in Valencia Greens, Bicholi Mardana Indore",3,Villa,Unfurnished,
₹25 Lac,600,1,,"1 BHK Flat  for Sale in  Sankheshwar Parasnath, Indore",1,,Unfurnished,
₹1.40 Cr,1000,3,,3 BHK Villa for Sale in Khajrana Indore,3,Villa,Furnished,
₹33 Lac,750,,,Plot/Land for Sale in MR 10 Indore,,,,
₹45 Lac,954,,,Plot/Land for Sale in Rau Indore,,,,
₹95 Lac,1800,3,,"3 BHK Flat  for Sale in  Maple Woods, Maple Woods, Piplya Kumar, Indore",3,,Unfurnished,3
₹30 Lac,600,,,Plot/Land for Sale in Ujjain Indore Road Indore,,,,
₹15.5 Lac,630,1,,"1 BHK Flat  for Sale in  Silicon City, Indore",1,,Furnished,
₹1.24 Cr,2070,,,Plot/Land for Sale in Bicholi Mardana Indore,,,,
₹3.50 Cr,3770,4,,"4 BHK Flat  for Sale in  Serenity Reserve, Serenity Reserve, Scheme No 140, Indore",4,,Unfurnished,
₹65 Lac,1600,3,,"3 BHK Flat  for Sale in  Silicon City, Indore",3,,Semi-Furnished,3
₹20 Lac,,,,Plot/Land for Sale in Ujjain Indore Road Indore,,,,
₹32 Lac,475,1,,1 BHK  House for Sale in Satellite By Pass Indore,1,House,Unfurnished,2
₹90 Lac,1200,3,,3 BHK  House for Sale in Scheme No 140 Indore,3,House,Furnished,
₹80 Lac,1500,,,Plot/Land for Sale in Super Corridor Indore,,,,
₹37 Lac,980,2,,"2 BHK Flat  for Sale in  Cosmos City, Cosmos City, Bicholi Mardana, Indore",2,,Semi-Furnished,2
₹40 Lac,950,3,,"3 BHK Flat  for Sale in  Scheme No. 71, Indore",3,,Unfurnished,3
₹58 Lac,1264,,,Plot/Land for Sale in AB Road Indore,,,,
₹26.5 Lac,905,2,,"2 BHK Flat  for Sale in  Satyamitra Rajlaxmi Nature, Satyamitra Rajlaxmi Nature, Rau Pithampur Road, Indore",2,,Semi-Furnished,2
₹33 Lac,930,2,,2 BHK  House for Sale in Bicholi Mardana Indore,2,House,Semi-Furnished,
₹19.3 Lac,550,1,,"1 BHK Flat  for Sale in  Vaibhav nagar, Indore",1,,Furnished,1
₹2.64 Cr,1500,,,Plot/Land for Sale in Mahalaxmi Nagar Indore,,,,
₹1.71 Cr,3500,5,5,5 BHK Villa for Sale in Palhar nagar Indore,5,Villa,Semi-Furnished,6
₹1.20 Cr,837,3,,3 BHK  House for Sale in Nipania Indore,3,House,Furnished,3
₹45 Lac,850,3,,3 BHK Flat  for Sale in   Indore,3,,Unfurnished,2
₹2.25 Cr,,,,Plot/Land for Sale in IDA SCHEME NO 140 COLONY Indore,,,,
₹75 Lac,650,2,,2 BHK  House for Sale in Manglia Indore,2,House,Unfurnished,2
₹45 Lac,550,2,,2 BHK  House for Sale in Devguradia Indore,2,House,Furnished,3
₹20 Lac,600,,,Plot/Land for Sale in Rau Indore,,,,
₹33 Lac,380,,,Shop for Sale in Palasiya Square Indore,,,,
₹95 Lac,1200,3,,3 BHK  House for Sale in Greater Vaishali Nagar Indore,3,House,Semi-Furnished,3
₹29.5 Lac,500,2,,2 BHK  House for Sale in Nipania Indore,2,House,Furnished,
₹14 Lac,425,,,Plot/Land for Sale in CAT Road Indore,,,,
₹1.31 Cr,2200,3,,3 BHK  House for Sale in Silicon City Indore,3,House,Furnished,3
₹13 Lac,900,2,,2 BHK  House for Sale in Ujjain Indore Road Indore,2,House,Semi-Furnished,
₹1.80 Cr,1500,,,Plot/Land for Sale in Scheme No 140 Indore,,,,
₹33.5 Lac,600,1,,1 BHK  House for Sale in Talawali Chanda Indore,1,House,Unfurnished,2
₹26.4 Lac,,,,Plot/Land for Sale in Rau Pithampur Road Indore,,,,
₹65 Lac,480,3,,3 BHK  House for Sale in Surya Dev Nagar Indore,3,House,Unfurnished,
₹16 Lac,1000,,,Plot/Land for Sale in Ringnodiya Indore,,,,
₹2.31 Cr,2200,,,"Office Space for Sale in EMERALD World Park Tower 1, Eastern Ring Road Indore",,,,
₹85 Lac,900,3,,3 BHK Villa for Sale in Sampath Hills Indore,3,Villa,Semi-Furnished,3
₹1.14 Cr,764,,,Office Space for Sale in RNT Marg Indore,,,,
₹70 Lac,1500,3,,3 BHK  House for Sale in Omaxe City 1 Indore,3,House,Semi-Furnished,
₹25 Lac,900,2,,"2 BHK Flat  for Sale in  Khatiwala Tank, Indore",2,,Unfurnished,2
₹40 Lac,914,2,,"2 BHK Flat  for Sale in  Laabham Residency, Laabham Residency, Pipaliyahana, Indore",2,,Furnished,2
₹46 Lac,750,,,Plot/Land for Sale in Kanadia Main Road Indore,,,,
₹1.15 Cr,1333,3,,"3 BHK Flat  for Sale in  Race Course Road, Indore",3,,Unfurnished,3
₹1.60 Cr,3300,6,,6 BHK  House for Sale in Mayakhedi Indore,6,House,Semi-Furnished,
₹26 Lac,400,,,"Plot/Land for Sale in Silver Star City, Silicon City Indore",,,,
₹50 Lac,800,,,Plot/Land for Sale in Bijalpur Indore,,,,
₹1 Cr,2600,5,,5 BHK  House for Sale in Sai Vihar Colony Indore,5,House,Semi-Furnished,6
₹21 Lac,738,1,,"1 BHK Flat  for Sale in  Omaxe City 1, Indore",1,,Unfurnished,1
₹43.8 Lac,1250,,,Plot/Land for Sale in Rau Indore,,,,
₹80 Lac,1500,,,"Plot/Land for Sale in Vidur Nagar, Vidur Nagar Indore",,,,
₹6 Cr,4060,,,Plot/Land for Sale in Umariya Indore,,,,
₹15 Lac,600,,,"Plot/Land for Sale in RL Lemon City, Super Corridor Indore",,,,
₹30 Lac,1150,2,,"2 BHK Flat  for Sale in  Mahalakshmi Nagar, Indore",2,,Unfurnished,2
₹27 Lac,,,,Plot/Land for Sale in Ujjain Indore Road Indore,,,,
₹48 Lac,800,2,,"2 BHK  House for Sale in Sakar Hills, Sanwer Road Indore",2,House,Unfurnished,
₹95 Lac,1750,,,Plot/Land for Sale in Silicon City Indore,,,,
₹65 Lac,1100,4,,4 BHK Flat  for Sale in   Indore,4,,Furnished,
₹23 Lac,675,1,,"1 BHK Flat  for Sale in  Palsikar Colony, Indore",1,,Semi-Furnished,1
₹64 Lac,1650,,,"Plot/Land for Sale in Sakar Corridor, Super Corridor Indore",,,,
₹36 Lac,,,,Plot/Land for Sale in Sinhasa Indore,,,,
₹55.5 Lac,780,2,,"2 BHK  House for Sale in Balaji Enclave, Manglia Indore",2,House,Semi-Furnished,2
₹35 Lac,1000,,,Plot/Land for Sale in Ujjain Indore Road Indore,,,,
₹2 Cr,1490,2,,"2 BHK Flat  for Sale in  Atlanta Aura, Atlanta Aura, Nipania, Indore",2,,Furnished,
₹27 Lac,850,2,,"2 BHK Flat  for Sale in  Pragati Nagar, Indore",2,,Semi-Furnished,
₹42 Lac,1188,2,,"2 BHK Flat  for Sale in  Sarthak Galaxy II, Sarthak Galaxy II, Rau Pithampur Road, Indore",2,,Semi-Furnished,2
₹1.22 Cr,2106,,,"Plot/Land for Sale in DLF Garden City, AB Road Indore",,,,
₹25 Lac,1020,2,,"2 BHK Flat  for Sale in  Silicon City, Indore",2,,Unfurnished,
₹4.50 Cr,2148,,,Land for Sale in Manorama Ganj Indore,,,,
₹30 Lac,1200,,,Plot/Land for Sale in AB Road Indore,,,,
₹45 Lac,600,,,Plot/Land for Sale in Bicholi Mardana Indore,,,,
₹66 Lac,1200,,,"Land for Sale in Tirumala gold, Magarkheda, Ujjain Road,Indore Indore",,,,
₹82 Lac,1453,,,"Plot/Land for Sale in Omaxe Hills, Indore Bypass Road Indore",,,,
₹17 Lac,800,,,Land for Sale in Khandwa Road Indore,,,,
₹42 Lac,600,1,,1 BHK  House for Sale in Sangam Nagar Indore,1,House,Unfurnished,
₹1.20 Cr,1500,,,Plot/Land for Sale in Sant Nagar Indore,,,,
₹16 Lac,550,1,,"1 BHK Flat  for Sale in  IMC Palash Parisar 1 , IMC Palash Parisar 1, Indore Bypass Road, Indore",1,,Unfurnished,1
₹95 Lac,1263,3,,"3 BHK Flat  for Sale in  IBD Belmont Park, IBD Belmont Park, Vijay Nagar, Indore",3,,Semi-Furnished,3
₹1.25 Cr,1050,6,,6 BHK  House for Sale in Bakhtawar Ram Nagar Indore,6,House,Semi-Furnished,
₹8.68 Cr,10850,,,Land for Sale in Sukhliya Gram Indore,,,,
₹60 Lac,,,,"Plot/Land for Sale in Labham Park, Rangwasa Indore",,,,
₹3.75 Cr,,,,Agricultural Land for Sale in Khandwa Road Indore,,,,
₹90 Lac,1000,3,,"3 BHK Flat  for Sale in  Saket Nagar, Indore",3,,Furnished,
₹3.2 Lac,3200,,,Plot/Land for Sale in Ambedkar Nagar Indore,,,,
₹25 Lac,750,2,,"2 BHK Flat  for Sale in  Swastik Nagar, Indore",2,,Unfurnished,2
₹100800 Cr,,,,Agricultural Land for Sale in Paliya Indore,,,,
₹35 Lac,750,2,,"2 BHK  House for Sale in Pithampur, Indore Indore",2,House,Furnished,
₹1.42 Cr,5000,,,Land for Sale in Super Corridor Indore,,,,
₹35 Lac,1084,2,,"2 BHK Flat  for Sale in  Chikitsak Nagar, Indore",2,,Unfurnished,2
₹57.5 Lac,1000,2,,"2 BHK Flat  for Sale in  S Chugh Palazzo Park Residences, S Chugh Palazzo Park Residences, Nipania, Indore",2,,Semi-Furnished,2
₹40 Lac,1100,2,,"2 BHK Flat  for Sale in  Golden Palms, Golden Palms, Vijay Nagar, Indore",2,,Unfurnished,2
₹80 Lac,1000,2,,2 BHK  House for Sale in Dewas Naka Indore,2,House,Unfurnished,
₹57 Lac,2000,,,"Plot/Land for Sale in Tricone City, Datoda Indore",,,,
₹25.6 Lac,,,,Plot/Land for Sale in Rau Indore,,,,
₹25.5 Lac,500,1,,1 BHK Flat  for Sale in   Indore,1,,Semi-Furnished,
₹28 Lac,1000,,,"Plot/Land for Sale in Extraan Orchid Park, Hatod Indore",,,,
₹22 Lac,590,2,,"2 BHK Flat  for Sale in  Limbodi, Indore",2,,Furnished,2
₹80 Lac,1425,3,2,"3 BHK Flat  for Sale in  Annapurna Road Prabhu Nagar, Indore",3,,Semi-Furnished,1
₹12.5 Lac,465,1,,"1 BHK Flat  for Sale in  Dream City, Dream City, Talawali Chanda, Indore",1,,Semi-Furnished,1
₹19.1 Lac,550,1,,"1 BHK Flat  for Sale in  Shriji Valley, Shriji Valley, Bicholi Mardana, Indore",1,,Semi-Furnished,1
₹30 Lac,800,,,Plot/Land for Sale in Ujjain Indore Road Indore,,,,
₹36 Lac,1000,,,Plot/Land for Sale in Ujjain Indore Road Indore,,,,
₹61.5 Lac,,,,Land for Sale in Shantinath Puri Indore,,,,
₹28.5 Lac,750,2,,"2 BHK Flat  for Sale in  Sanghavi Residency, Sanghavi Residency, Bicholi Mardana, Indore",2,,Unfurnished,2
₹15 Lac,312,1,,"1 BHK Flat  for Sale in  MR 11, Indore",1,,Unfurnished,1
₹41 Lac,1140,,,Plot/Land for Sale in Sula Khedi Indore,,,,
₹39 Lac,800,,,Plot/Land for Sale in CAT Road Indore,,,,
₹3.70 Cr,4000,4,5,4 BHK  House for Sale in Vijay Nagar Indore,4,House,Furnished,
₹22 Lac,525,1,,1 BHK Flat  for Sale in   Indore,1,,Unfurnished,1
₹42.5 Lac,1000,,,Plot/Land for Sale in Super Corridor Indore,,,,
₹14.5 Lac,475,1,,"1 BHK Flat  for Sale in  Khandwa Road, Indore",1,,Furnished,1
₹68 Lac,1321,,,"Plot/Land for Sale in Treasure Fantasy, RRCAT Road Indore",,,,
₹1.60 Cr,1400,9,,9 BHK  House for Sale in Subhash Nagar Indore,9,House,Unfurnished,10
₹32 Lac,268,,,"Office Space for Sale in Manas Bhawan, RNT Marg Indore",,,,
₹6 Lac,74,,,Shop for Sale in Jawahar Marg Indore,,,,
₹1.40 Cr,1500,3,,3 BHK  House for Sale in Alok Nagar Indore,3,House,Semi-Furnished,3
₹31 Lac,,,,"Plot/Land for Sale in Sarthak Glamour Highway City, Rau Pithampur Road Indore",,,,
₹39 Lac,1500,,,"Plot/Land for Sale in Extraan Orchid Park, Hatod Indore",,,,
₹90 Lac,1400,3,,3 BHK  House for Sale in Manavta Nagar Indore,3,House,Semi-Furnished,4
₹1 Cr,2272,3,,"3 BHK Flat  for Sale in  Vastu City Rameshwaram, Vastu City Rameshwaram, Bicholi Mardana, Indore",3,,Semi-Furnished,4
₹60 Lac,1600,3,,3 BHK Flat  for Sale in   Indore,3,,Semi-Furnished,
₹2.45 Cr,3500,4,,4 BHK Villa for Sale in Nipania Indore,4,Villa,Furnished,5
₹75 Lac,1550,3,,"3 BHK Flat  for Sale in  Silver Springs, Silver Springs, Indore Bypass Road, Indore",3,,Semi-Furnished,3
₹42.5 Lac,620,,,Office Space for Sale in Amitesh Nagar Indore,,,,
